player_name,player_number,player_team,game_date,game_time,game_opponent,game_location,game_type,stat_hits,stat_rbis,stat_at_bats,stat_singles,stat_doubles,stat_triples,stat_homeruns,stat_sacrifice,stat_strikeouts
WILL CLARKE,81,AZ,8/14/2023,1800,CHC,home,regular,1,1,3,1,0,0,0,1,1
JOHNNY MEYERS,80,KC,6/13/2023,1400,BAL,away,regular,4,1,7,2,2,0,0,1,2
ADAM HUERTA,25,BOA,6/12/2023,2000,MTL,home,regular,1,1,3,0,1,0,0,0,2
WILL HARMON,76,BAL,5/6/2023,1300,PIT,home,regular,1,1,2,1,0,0,0,0,1
BILLY FULLER,0,BOA,7/24/2023,1900,SLB,away,regular,1,1,4,1,0,0,0,0,3
JAMES RIVAS,76,PHA,10/2/2023,1500,HOU,away,postseason,3,3,5,2,1,0,0,1,1
TAYLOR SMALL,26,CIN,10/12/2023,1700,PIT,home,postseason,1,1,2,1,0,0,0,0,1
MARTIN BROCK,52,NYY,9/23/2023,1300,HOU,home,regular,1,1,2,1,0,0,0,0,1
GARY RUBIO,97,CIN,10/7/2023,2000,BAL,away,postseason,1,1,3,1,0,0,0,0,2
GARY TAPIA,29,LA,10/13/2023,1500,ATL,home,postseason,2,2,4,2,0,0,0,0,2
JACKSON MERCER,92,CLE,8/30/2023,1200,HOU,away,regular,1,1,3,1,0,0,0,0,2
JACKSON SLOAN,90,CHO,10/20/2023,1800,SLC,home,postseason,1,1,3,1,0,0,0,0,2
BILLY OLSEN,10,TEX,5/20/2023,1500,BSN,away,regular,1,1,2,1,0,0,0,0,1
GARY FLOWERS,95,TOR,9/4/2023,1700,MIN,away,regular,2,1,5,1,1,0,0,1,2
MARTIN PONCE,70,PIT,4/17/2023,1900,BOD,away,regular,1,1,3,1,0,0,0,0,2
EVAN AUSTIN,31,MIA,6/9/2023,2000,BOA,away,regular,2,1,6,1,0,0,1,1,3
TAYLOR DELGADO,39,HOU,7/15/2023,1500,SF,home,regular,1,1,3,1,0,0,0,1,1
WILLIAM WEAVER,15,TEX,10/24/2023,1200,NYG,home,postseason,3,2,4,1,0,0,2,1,0
EVAN MORENO,84,LA,7/14/2023,1800,BOR,away,regular,1,1,3,1,0,0,0,0,2
BARRY RIVERS,37,CLE,8/13/2023,1700,BSN,away,regular,4,4,6,1,0,0,3,0,2
ADAM HICKMAN,96,SD,6/2/2023,1800,OAK,home,regular,3,1,4,3,0,0,0,1,0
RODRIGO OLSEN,35,BOD,6/20/2023,1300,NYY,away,regular,4,2,7,1,0,0,3,0,3
BOB STARK,27,TEX,4/19/2023,1500,SLC,away,regular,1,1,1,1,0,0,0,0,0
GARY WILKINSON,77,CWS,4/5/2023,1700,CHC,away,regular,1,1,1,1,0,0,0,0,0
BOB WALTERS,17,WSH,10/2/2023,1800,KC,home,postseason,2,1,5,1,1,0,0,0,3
LARRY KING,59,MIA,7/19/2023,1500,TEX,away,regular,2,1,3,1,0,1,0,0,1
GARY SHAH,8,NYY,9/9/2023,1200,BKN,home,regular,1,1,4,1,0,0,0,0,3
MARTIN HARMON,86,TEX,7/10/2023,1600,CLE,away,regular,1,1,4,1,0,0,0,0,3
BILLY FLOYD,15,HOU,7/8/2023,1700,COL,away,regular,4,3,7,2,1,1,0,0,3
JAMES COLLIER,5,OAK,10/13/2023,1600,BSN,away,postseason,2,2,5,1,0,1,0,0,3
THOMAS MOODY,39,DET,5/25/2023,1800,ANA,away,regular,4,3,4,1,2,0,1,0,0
LARRY MCMAHON,12,FLA,10/23/2023,1400,MIL,away,postseason,1,1,1,1,0,0,0,0,0
WALKER HORTON,3,ATL,8/31/2023,1400,TEX,home,regular,1,1,4,1,0,0,0,1,2
BOB HOLDEN,74,KC,10/11/2023,1700,MIA,home,postseason,2,1,6,2,0,0,0,1,3
JAMES GRAY,85,NY,9/21/2023,1500,LA,away,regular,1,1,5,1,0,0,0,1,3
WALKER DILLON,92,WSH,8/12/2023,2000,WSH,home,regular,3,2,4,1,0,1,1,0,1
LARRY TYLER,4,TB,3/31/2023,1700,MTL,home,regular,2,1,5,1,1,0,0,0,3
WILLIAM SILVA,19,SF,6/27/2023,1600,PHB,away,regular,1,1,3,1,0,0,0,0,2
WILLIAM KENT,96,BAL,6/10/2023,2000,KC,away,regular,1,1,4,1,0,0,0,1,2
THOMAS SUTTON,63,ATL,7/30/2023,1200,OAK,home,regular,1,1,3,1,0,0,0,0,2
RODRIGO STUART,11,OAK,4/9/2023,2000,BOA,away,regular,1,1,3,1,0,0,0,0,2
JAKE NICHOLS,57,PHP,9/9/2023,1600,WSH,away,regular,1,1,1,1,0,0,0,0,0
WILLIAM CRAWFORD,2,HOU,10/22/2023,1600,COL,home,postseason,3,1,7,1,0,0,2,1,3
JAKE BRAY,68,NY,4/27/2023,1200,CHO,away,regular,3,3,4,1,2,0,0,0,1
JACOB NEWTON,80,PHA,5/6/2023,1800,LAD,home,regular,1,1,3,1,0,0,0,0,2
TJ ANTHONY,52,SLC,10/27/2023,1300,CWS,away,postseason,4,2,7,2,0,0,2,1,2
JACKSON HUMPHREY,2,OAK,4/9/2023,1200,LA,away,regular,2,1,4,1,0,0,1,0,2
GARY WILKERSON,73,BOU,5/22/2023,1500,DET,away,regular,3,3,5,2,1,0,0,0,2
MARTIN ARROYO,23,CHO,5/31/2023,1900,NYY,away,regular,1,1,3,1,0,0,0,0,2
TAYLOR HIGGINS,57,NYY,8/7/2023,1800,CWS,away,regular,2,1,2,2,0,0,0,0,0
BARRY BARTON,29,MIL,7/15/2023,1800,BOU,away,regular,1,1,3,1,0,0,0,0,2
LARRY VILLEGAS,90,PHB,7/8/2023,1400,TB,home,regular,2,1,2,2,0,0,0,0,0
GARY WALLS,90,BSN,6/28/2023,1800,FLA,home,regular,1,1,4,1,0,0,0,0,3
WILLIAM DRAKE,95,SD,8/13/2023,1200,SD,away,regular,2,2,5,1,0,0,1,1,2
WILLIAM STEVENS,27,SLC,9/3/2023,1900,PIT,home,regular,1,1,5,1,0,0,0,1,3
MARTIN PIERCE,37,NYH,5/6/2023,1500,WSH,home,regular,0,0,3,0,0,0,0,0,3
THOMAS RICH,40,SEA,10/4/2023,1800,PIT,away,postseason,1,1,3,0,0,0,1,0,2
EVAN MCGUIRE,30,NYH,10/8/2023,2000,LAA,away,postseason,1,1,5,1,0,0,0,1,3
JACKSON HAYES,40,CAL,8/6/2023,1800,CIN,away,regular,2,1,2,2,0,0,0,0,0
JACOB STEELE,78,DET,8/8/2023,1500,LA,home,regular,1,1,3,1,0,0,0,0,2
RODRIGO WARD,70,NYM,7/22/2023,1700,PHP,away,regular,1,1,4,1,0,0,0,1,2
JAKE BUCHANAN,65,MTL,8/28/2023,1400,LAA,away,regular,1,1,4,1,0,0,0,0,3
JACOB CARSON,69,SEA,8/23/2023,1700,SF,home,regular,1,1,3,1,0,0,0,0,2
JOHNNY CHANEY,25,BOU,5/28/2023,1200,BOD,away,regular,1,1,2,1,0,0,0,0,1
BILL GRAVES,11,OAK,6/6/2023,1300,SEA,away,regular,2,1,6,1,0,1,0,1,3
THOMAS WALTERS,12,SF,6/17/2023,1400,BOD,away,regular,1,1,1,1,0,0,0,0,0
RODRIGO MIDDLETON,18,STL,10/11/2023,1500,DET,home,postseason,2,1,2,1,1,0,0,0,0
THOMAS HOLDER,76,CHO,6/30/2023,1300,SLB,away,regular,1,1,1,1,0,0,0,0,0
LARRY OWENS,69,MTL,4/26/2023,1700,NYM,away,regular,4,2,7,1,0,1,2,1,2
BILLY WELCH,40,PHA,10/11/2023,1900,SF,home,postseason,3,3,3,2,0,0,1,0,0
RODRIGO BUCHANAN,47,WSH,5/17/2023,1500,SLB,away,regular,2,2,5,1,1,0,0,1,2
MARTIN DOMINGUEZ,92,FLA,6/28/2023,1300,NYH,home,regular,2,1,3,1,0,0,1,0,1
MARTIN BIRD,74,NYG,7/15/2023,2000,SEA,away,regular,2,2,3,1,0,0,1,1,0
BARRY POOLE,19,SLB,10/8/2023,1300,SEA,away,postseason,1,1,4,1,0,0,0,1,2
BILL RUBIO,33,FLA,10/15/2023,1200,CIN,away,postseason,2,1,5,1,1,0,0,0,3
BOB FINLEY,93,PHB,9/17/2023,1700,LA,away,regular,1,1,3,1,0,0,0,1,1
ADAM MORROW,57,PHB,4/25/2023,2000,NYH,home,regular,1,1,3,1,0,0,0,0,2
BILLY CHARLES,66,CHC,6/19/2023,2000,SD,home,regular,1,1,2,0,1,0,0,0,1
JAMES LYONS,75,TEX,9/16/2023,1600,CWS,away,regular,2,2,5,1,0,0,1,1,2
WILL CARNEY,40,OAK,5/29/2023,1900,PHI,away,regular,2,1,4,1,0,0,1,0,2
JAMES MCLAUGHLIN,12,OAK,9/26/2023,1600,HOU,away,regular,1,1,1,1,0,0,0,0,0
BARRY KANE,7,MIA,6/8/2023,1900,LAA,home,regular,2,2,5,1,0,0,1,1,2
TJ OCONNOR,76,CHC,7/31/2023,1800,HOU,away,regular,2,1,5,1,1,0,0,0,3
LARRY GRIFFITH,19,BAL,9/28/2023,1600,KC,away,regular,1,1,1,1,0,0,0,0,0
BARRY BUSH,61,SEA,4/29/2023,1200,COL,home,regular,1,1,4,1,0,0,0,0,3
TJ FLEMING,34,BKN,5/16/2023,1900,PHI,home,regular,0,0,3,0,0,0,0,0,3
BARRY WOOD,97,OAK,6/16/2023,1900,WSH,home,regular,0,0,1,0,0,0,0,1,0
TJ LIVINGSTON,62,CHC,7/5/2023,1700,KC,away,regular,1,1,2,1,0,0,0,0,1
WALKER KOCH,89,TB,6/28/2023,1600,HOU,away,regular,1,1,3,1,0,0,0,0,2
JAMES BREWER,86,PHB,10/20/2023,1700,MIL,home,postseason,1,1,4,1,0,0,0,0,3
BILL JONES,92,CHI,7/14/2023,2000,PIT,away,regular,1,1,2,1,0,0,0,0,1
JAMES BENTON,35,SF,5/3/2023,1300,CHI,away,regular,1,1,3,1,0,0,0,0,2
MARTIN CAMACHO,14,COL,10/17/2023,1200,CAL,home,postseason,1,1,2,1,0,0,0,0,1
BOB HOUSTON,77,SD,6/18/2023,2000,KC,away,regular,2,1,4,2,0,0,0,0,2
JACKSON ZAVALA,30,NY,4/16/2023,1700,CLE,away,regular,0,0,1,0,0,0,0,0,1
JOHNNY MACDONALD,39,NY,8/28/2023,1400,SF,away,regular,0,0,0,0,0,0,0,0,0
WILLIAM ROMERO,51,BOR,6/23/2023,1800,PHP,home,regular,1,1,3,1,0,0,0,1,1
BILL BERGER,61,OAK,7/29/2023,1400,BOR,away,regular,1,1,3,1,0,0,0,0,2
BOB BOOTH,18,TOR,10/25/2023,1800,BSN,away,postseason,1,1,2,1,0,0,0,1,0
ADAM NOVAK,93,STL,10/8/2023,1900,LA,away,postseason,3,2,3,1,1,1,0,0,0
BARRY BARR,41,CHO,6/16/2023,1800,BOA,home,regular,2,1,5,2,0,0,0,0,3
WALKER GATES,62,WSH,10/18/2023,1300,LAD,home,postseason,1,1,4,1,0,0,0,1,2
BILLY HUFF,1,CIN,10/31/2023,1600,MTL,away,postseason,4,4,6,1,2,0,1,0,2
WALKER BERNARD,19,FLA,7/24/2023,1400,DET,away,regular,1,1,2,1,0,0,0,0,1
JAKE KAUFMAN,95,NY,4/24/2023,1600,SLC,away,regular,0,0,3,0,0,0,0,0,3
LARRY HOUSTON,30,NYM,6/10/2023,1600,PHA,home,regular,1,1,3,1,0,0,0,1,1
GARY PRATT,97,SLC,7/25/2023,1400,PHB,away,regular,1,1,2,1,0,0,0,0,1
THOMAS ROJAS,84,TOR,4/16/2023,1900,PHP,away,regular,1,1,5,1,0,0,0,1,3
BOB RIVERA,51,BOU,7/1/2023,1500,CHI,home,regular,4,1,5,1,0,1,2,1,0
JOHNNY FLETCHER,76,BOD,5/8/2023,1600,CAL,home,regular,1,1,1,1,0,0,0,0,0
MARTIN CUNNINGHAM,5,BKN,5/1/2023,2000,ATL,home,regular,2,1,2,1,0,0,1,0,0
RODRIGO MOON,83,TB,6/17/2023,1600,ANA,away,regular,2,2,4,1,0,1,0,1,1
EVAN PETERSON,71,FLA,10/3/2023,1700,SF,home,postseason,1,1,2,1,0,0,0,0,1
BILL KAISER,41,NYM,10/6/2023,1400,SLC,away,postseason,1,1,2,1,0,0,0,1,0
BILLY MCDOWELL,95,NYH,8/18/2023,1400,FLA,home,regular,1,1,4,1,0,0,0,0,3
WILLIAM WILSON,5,AZ,8/10/2023,1900,CLE,home,regular,2,2,3,2,0,0,0,0,1
WALKER BUSH,32,CIN,7/1/2023,1900,TB,away,regular,2,1,4,1,1,0,0,0,2
WALKER BLAKE,69,KC,9/26/2023,2000,WSH,home,regular,0,0,2,0,0,0,0,0,2
LARRY BOYER,28,AZ,7/4/2023,1500,CWS,home,regular,1,1,2,1,0,0,0,1,0
GARY RIVERA,75,WSH,10/29/2023,2000,PHB,away,postseason,2,2,3,1,1,0,0,0,1
LARRY SNYDER,34,HOU,5/9/2023,1700,CIN,away,regular,1,1,4,0,0,0,1,0,3
TJ HICKMAN,67,DET,5/23/2023,2000,CHI,away,regular,1,1,4,1,0,0,0,0,3
TJ WANG,46,NY,10/24/2023,1300,SD,home,postseason,2,2,3,2,0,0,0,1,0
GARY MELENDEZ,96,CWS,8/28/2023,1500,PHP,home,regular,4,3,6,1,0,0,3,0,2
JACOB HARRISON,35,SF,5/29/2023,1700,NYM,home,regular,2,2,4,1,1,0,0,1,1
JAKE STEVENSON,36,KC,7/22/2023,2000,FLA,home,regular,2,1,5,1,1,0,0,0,3
EVAN HOLLAND,3,AZ,4/18/2023,1400,BSN,away,regular,1,1,3,1,0,0,0,0,2
BILLY COOKE,85,MIL,5/21/2023,2000,KC,home,regular,4,3,6,1,0,1,2,0,2
WILL BERGER,53,PHB,4/10/2023,1800,MIL,home,regular,0,0,2,0,0,0,0,0,2
WALKER HOLDEN,2,KC,9/12/2023,1300,WSH,home,regular,1,1,1,1,0,0,0,0,0
JOHNNY FIGUEROA,40,SD,5/3/2023,2000,NY,home,regular,2,2,4,2,0,0,0,0,2
WALKER JARVIS,62,TEX,8/27/2023,2000,TOR,home,regular,1,1,3,1,0,0,0,0,2
BOB KHAN,4,BOU,7/2/2023,1200,HOU,home,regular,1,1,3,1,0,0,0,0,2
ADAM DILLON,54,FLA,6/20/2023,1200,KC,away,regular,0,0,1,0,0,0,0,1,0
WILLIAM KELLY,98,MIN,7/26/2023,1400,BAL,away,regular,1,1,3,1,0,0,0,0,2
JACKSON OBRIEN,80,CAL,10/10/2023,1700,CLE,home,postseason,0,0,4,0,0,0,0,1,3
BILLY ZUNIGA,54,CHO,7/17/2023,2000,BOA,home,regular,1,1,1,1,0,0,0,0,0
JAMES MONTES,89,PHA,10/26/2023,2000,PHP,away,postseason,2,2,4,2,0,0,0,1,1
WILL COLE,45,NY,6/7/2023,1900,SF,home,regular,2,2,4,2,0,0,0,0,2
JACKSON CALDWELL,87,CAL,8/30/2023,1300,SEA,away,regular,2,1,3,1,1,0,0,0,1
MARTIN SHEA,21,ATL,5/10/2023,2000,WSH,home,regular,3,1,6,1,0,0,2,0,3
WALKER DELGADO,94,TB,4/7/2023,2000,TEX,home,regular,1,1,3,1,0,0,0,1,1
JAKE CHANDLER,57,NY,5/11/2023,1900,TEX,away,regular,1,1,2,1,0,0,0,0,1
WILLIAM REYES,43,SD,6/6/2023,1400,PHI,home,regular,1,1,5,1,0,0,0,1,3
TJ WALTER,59,AZ,7/12/2023,1500,NYY,home,regular,2,2,4,2,0,0,0,0,2
TJ PADILLA,36,CIN,10/25/2023,1400,LA,home,postseason,1,1,4,1,0,0,0,1,2
BILLY MARSH,7,AZ,5/28/2023,1500,ATL,home,regular,1,1,3,1,0,0,0,1,1
THOMAS MACK,6,CWS,6/20/2023,1600,BSN,away,regular,3,2,5,1,2,0,0,0,2
RODRIGO LARA,44,NYG,4/3/2023,1700,SLC,away,regular,2,1,5,2,0,0,0,1,2
WILLIAM CHURCH,69,PHA,9/28/2023,1500,SD,home,regular,1,1,4,1,0,0,0,1,2
JOHNNY RANGEL,50,BAL,5/17/2023,1800,COL,away,regular,1,1,1,1,0,0,0,0,0
MARTIN TRUJILLO,70,SD,5/26/2023,1400,CHC,home,regular,1,1,1,1,0,0,0,0,0
WILL VALDEZ,35,NYG,9/30/2023,2000,BOS,home,regular,1,1,2,1,0,0,0,0,1
GARY GALVAN,71,CHC,4/6/2023,1800,MTL,home,regular,1,1,4,0,0,0,1,0,3
LARRY SHEA,81,BOR,7/3/2023,1500,PHA,away,regular,0,0,3,0,0,0,0,0,3
RODRIGO CHRISTENSEN,1,PHI,8/6/2023,1700,NY,away,regular,2,1,4,1,1,0,0,0,2
MARTIN CLINE,65,BKN,6/27/2023,1800,NYY,home,regular,1,1,3,1,0,0,0,0,2
GARY HARRISON,9,CHI,9/28/2023,1500,LA,away,regular,0,0,0,0,0,0,0,0,0
TAYLOR HOWE,86,PHI,6/29/2023,1200,CIN,home,regular,1,1,3,1,0,0,0,0,2
JAKE NEAL,18,BOS,4/12/2023,1900,CHI,away,regular,1,1,3,1,0,0,0,0,2
BILLY STEVENSON,66,BOU,4/7/2023,1900,ATL,home,regular,1,1,2,1,0,0,0,0,1
BOB KIRK,46,NYM,5/29/2023,1500,PHB,away,regular,2,1,4,0,2,0,0,0,2
BARRY DELGADO,90,SD,4/18/2023,1300,MIL,away,regular,1,1,3,1,0,0,0,0,2
WILL DURHAM,25,PHP,5/14/2023,1500,KC,home,regular,1,1,3,1,0,0,0,0,2
RODRIGO BELL,24,MTL,6/16/2023,2000,MIL,home,regular,2,1,5,1,0,0,1,0,3
TAYLOR ROSE,47,MIN,8/27/2023,1500,CIN,away,regular,1,1,4,1,0,0,0,1,2
MARTIN DYER,8,CWS,10/15/2023,1400,LA,away,postseason,1,1,4,1,0,0,0,0,3
JACKSON BISHOP,8,BOD,10/12/2023,1900,CIN,away,postseason,3,1,5,2,1,0,0,0,2
JAMES MORGAN,26,BAL,8/6/2023,1500,LA,away,regular,1,1,2,1,0,0,0,1,0
BOB MCINTOSH,8,NYG,8/27/2023,1700,BOR,home,regular,2,2,2,1,1,0,0,0,0
MARTIN WOODWARD,3,BOD,4/14/2023,1900,FLA,home,regular,2,2,6,2,0,0,0,1,3
BILLY MOODY,77,MTL,10/13/2023,1500,PHB,home,postseason,1,1,5,1,0,0,0,1,3
JACKSON RICHARDSON,47,ATL,6/9/2023,1800,BAL,away,regular,1,1,4,1,0,0,0,0,3
JAKE GARDNER,75,BOS,10/7/2023,1400,CAL,home,postseason,1,1,4,1,0,0,0,1,2
WILLIAM COLLINS,73,KC,4/1/2023,1900,LAA,away,regular,1,1,4,1,0,0,0,0,3
JAKE MAYO,39,MIL,10/28/2023,1300,LA,away,postseason,2,1,4,1,0,0,1,1,1
JACOB SEXTON,8,NYM,9/13/2023,1500,PHI,away,regular,1,1,3,1,0,0,0,0,2
ADAM LUNA,69,MIL,10/15/2023,1200,BSN,home,postseason,3,3,5,1,1,0,1,1,1
JACOB HUNT,84,MIL,6/18/2023,2000,PIT,home,regular,1,1,4,1,0,0,0,1,2
ADAM MOON,84,CIN,10/12/2023,1800,CHC,home,postseason,2,2,3,2,0,0,0,1,0
ADAM HORTON,99,PHP,7/23/2023,1300,PHI,home,regular,1,1,3,1,0,0,0,0,2
WILL FLOYD,8,HOU,9/5/2023,1600,TEX,away,regular,1,1,2,1,0,0,0,0,1
JAMES CHANDLER,81,COL,7/27/2023,2000,CHI,home,regular,4,1,6,2,1,1,0,0,2
WILLIAM HOLT,51,DET,9/20/2023,1500,BOD,away,regular,1,1,1,1,0,0,0,0,0
ADAM VASQUEZ,23,SD,9/23/2023,2000,CLE,away,regular,1,1,3,1,0,0,0,0,2
JAMES FLOYD,57,NYG,7/2/2023,1700,CIN,home,regular,1,1,1,1,0,0,0,0,0
JACOB QUINN,61,BOR,4/21/2023,1700,BOR,away,regular,2,1,3,2,0,0,0,0,1
TAYLOR KELLER,56,FLA,10/27/2023,1200,SLC,home,postseason,1,1,3,1,0,0,0,0,2
JAKE LEVY,65,MIA,8/29/2023,1600,BOU,away,regular,1,1,4,1,0,0,0,0,3
GARY NOLAN,37,CIN,4/16/2023,1900,BOU,away,regular,1,1,1,1,0,0,0,0,0
JOHNNY SHIELDS,13,BOU,9/13/2023,1400,CHI,home,regular,1,1,2,1,0,0,0,0,1
JAMES CARRILLO,54,PHP,9/20/2023,1200,SLB,away,regular,0,0,4,0,0,0,0,1,3
BOB PARKS,3,MIL,7/24/2023,1300,NYY,home,regular,1,1,1,0,1,0,0,0,0
GARY WHITEHEAD,35,CHO,5/10/2023,1200,CAL,away,regular,2,1,4,1,0,0,1,0,2
JAKE KENNEDY,10,NY,9/11/2023,1900,TB,home,regular,3,2,3,0,0,0,3,0,0
BILLY OCHOA,28,PIT,4/12/2023,1900,MIA,home,regular,5,4,8,1,1,0,3,1,2
GARY SAWYER,3,TEX,9/9/2023,1800,CIN,home,regular,1,1,2,1,0,0,0,1,0
TJ GOULD,97,BSN,8/2/2023,1200,NYH,away,regular,2,2,5,1,1,0,0,1,2
JOHNNY YORK,73,PHB,6/2/2023,1200,LAA,home,regular,1,1,5,1,0,0,0,1,3
TAYLOR ESCOBAR,5,CHC,5/17/2023,1900,KC,away,regular,2,1,4,1,1,0,0,0,2
LARRY ROACH,48,CHI,7/16/2023,1600,SEA,away,regular,1,1,3,1,0,0,0,0,2
BILLY NOBLE,8,BOS,9/11/2023,2000,NYG,home,regular,0,0,2,0,0,0,0,0,2
TJ KANE,50,KC,10/5/2023,1800,CWS,away,postseason,2,2,3,1,0,1,0,1,0
WALKER DICKERSON,96,PHB,7/29/2023,1900,NYH,away,regular,1,1,4,1,0,0,0,1,2
JAMES KAUFMAN,35,MIN,4/5/2023,1300,OAK,home,regular,1,1,2,1,0,0,0,0,1
THOMAS HUGHES,56,BOS,4/29/2023,1300,NYM,home,regular,1,1,5,1,0,0,0,1,3
JAKE YATES,80,CHC,8/22/2023,2000,CHO,away,regular,6,5,9,1,2,0,3,0,3
TAYLOR WEBB,0,SLB,8/28/2023,1600,NYH,away,regular,1,1,4,1,0,0,0,0,3
JACKSON HAYNES,6,CIN,9/13/2023,1200,PHB,away,regular,1,1,3,1,0,0,0,1,1
JAKE ROBERTS,71,ATL,8/13/2023,1400,COL,home,regular,2,2,5,1,1,0,0,1,2
WILLIAM MCDOWELL,92,BOS,6/6/2023,1700,AZ,away,regular,3,3,3,1,2,0,0,0,0
BARRY GAMBLE,14,HOU,10/10/2023,1900,MTL,away,postseason,2,2,5,1,1,0,0,0,3
JOHNNY DECKER,67,LAD,10/27/2023,1700,BSN,home,postseason,1,1,2,1,0,0,0,0,1
RODRIGO CHARLES,99,CHI,9/29/2023,1300,WSH,home,regular,1,1,5,0,1,0,0,1,3
BILLY JORDAN,20,BAL,10/22/2023,1200,NYY,home,postseason,2,1,4,1,1,0,0,0,2
MARTIN HART,17,TEX,5/13/2023,1900,ATL,away,regular,1,1,2,1,0,0,0,1,0
BARRY JACKSON,87,MIA,5/4/2023,1600,BOU,away,regular,1,1,3,1,0,0,0,1,1
BILL BREWER,50,OAK,4/1/2023,1200,STL,away,regular,2,1,5,2,0,0,0,0,3
JAKE PAYNE,9,TEX,4/1/2023,1600,NYH,home,regular,3,3,4,0,0,0,3,0,1
THOMAS VANG,23,MIL,4/7/2023,1300,BAL,home,regular,1,1,3,1,0,0,0,1,1
GARY HAWKINS,54,CWS,7/21/2023,1200,SLC,away,regular,1,1,4,1,0,0,0,0,3
RODRIGO GRANT,84,BAL,6/18/2023,1400,STL,home,regular,2,1,5,0,2,0,0,0,3
WILL WEBER,64,KC,10/21/2023,2000,MIL,away,postseason,3,1,6,2,1,0,0,0,3
BOB GEORGE,26,CHI,5/3/2023,2000,NYM,home,regular,3,2,5,3,0,0,0,0,2
JAKE HENSON,35,MIL,5/11/2023,1900,PHB,away,regular,0,0,0,0,0,0,0,0,0
WALKER RICH,43,SF,7/14/2023,1400,NY,home,regular,3,1,3,1,2,0,0,0,0
JACOB MCCLAIN,96,PHI,9/10/2023,1200,LAA,home,regular,1,1,5,1,0,0,0,1,3
THOMAS KRUEGER,3,PHP,10/26/2023,2000,SD,home,postseason,1,1,2,1,0,0,0,0,1
WILL ZAVALA,43,BOR,6/27/2023,1800,CHO,away,regular,2,1,6,2,0,0,0,1,3
TAYLOR DUNLAP,76,SF,9/7/2023,1600,BOR,home,regular,2,1,6,2,0,0,0,1,3
JOHNNY RIVERS,31,PHI,4/30/2023,1600,ATL,home,regular,2,1,5,1,0,1,0,1,2
JAMES GRIFFITH,49,NYM,10/12/2023,1500,MIL,home,postseason,1,1,2,1,0,0,0,0,1
TJ DALTON,20,SD,7/28/2023,1300,CWS,away,regular,2,2,3,1,0,0,1,1,0
TJ MERCADO,81,SLC,7/5/2023,1200,SLC,home,regular,1,1,4,1,0,0,0,1,2
BILL HARPER,36,MIL,6/12/2023,1600,BOA,home,regular,1,1,2,1,0,0,0,1,0
JACKSON PONCE,89,MTL,7/24/2023,1900,SLB,home,regular,1,1,4,1,0,0,0,1,2
BOB WELCH,81,BAL,5/31/2023,1800,OAK,away,regular,1,1,2,1,0,0,0,0,1
RODRIGO HARRIS,90,BKN,4/9/2023,1700,BAL,away,regular,1,1,2,1,0,0,0,0,1
ADAM MARQUEZ,22,OAK,7/29/2023,1500,CLE,home,regular,0,0,0,0,0,0,0,0,0
THOMAS FARLEY,33,TOR,10/16/2023,1500,CAL,away,postseason,1,1,3,1,0,0,0,0,2
BOB KIM,20,TOR,7/29/2023,1900,TEX,away,regular,2,2,3,2,0,0,0,1,0
TJ GOODWIN,44,NY,9/9/2023,1500,PHI,away,regular,1,1,3,1,0,0,0,1,1
JACKSON KING,18,BOS,5/15/2023,1600,NYY,away,regular,1,1,4,1,0,0,0,0,3
THOMAS HAAS,86,SF,10/7/2023,1300,BOD,away,postseason,6,3,6,3,0,1,2,0,0
BILLY PARK,51,NYG,6/20/2023,1500,SF,away,regular,1,1,4,1,0,0,0,0,3
BILL CASTILLO,97,COL,6/8/2023,1300,OAK,home,regular,1,1,3,1,0,0,0,0,2
JACKSON KRAMER,74,PIT,10/26/2023,1700,NYY,home,postseason,3,1,4,1,1,0,1,0,1
THOMAS BRIGHT,86,TB,6/8/2023,1300,CAL,home,regular,2,1,4,1,1,0,0,1,1
JACOB HURST,2,CHO,9/25/2023,2000,BOA,away,regular,1,1,3,1,0,0,0,0,2
WILLIAM MCCULLOUGH,6,FLA,7/5/2023,1700,TB,home,regular,1,1,3,1,0,0,0,0,2
JAMES EDWARDS,45,BOD,6/29/2023,1800,CWS,away,regular,0,0,3,0,0,0,0,0,3
MARTIN GREEN,72,BOR,7/23/2023,1300,BOU,home,regular,1,1,2,1,0,0,0,1,0
THOMAS KIRK,77,SD,10/29/2023,1900,BOS,home,postseason,1,1,5,1,0,0,0,1,3
BILLY POOLE,87,COL,9/12/2023,1500,CHC,home,regular,3,2,6,2,0,0,1,0,3
THOMAS ATKINS,6,CWS,5/22/2023,1300,BAL,home,regular,3,1,4,1,1,0,1,0,1
TJ PHAM,65,LAD,8/7/2023,1400,TB,away,regular,2,2,5,1,0,0,1,0,3
GARY WHITNEY,29,BOS,6/19/2023,1500,SEA,home,regular,1,1,2,1,0,0,0,0,1
WALKER TANNER,11,BOD,6/19/2023,1500,BOS,away,regular,3,2,5,2,1,0,0,0,2
MARTIN BURCH,39,ATL,8/5/2023,1700,CIN,home,regular,3,2,5,1,0,0,2,0,2
MARTIN SPARKS,76,NYM,10/1/2023,1900,NYH,away,regular,2,2,2,1,0,0,1,0,0
BILL CHARLES,22,WSH,4/18/2023,1600,DET,home,regular,1,1,3,1,0,0,0,0,2
JACOB BAXTER,78,SF,4/17/2023,1300,DET,home,regular,3,2,3,1,0,0,2,0,0
